ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
109-7108838-5502654	15905344705	446337040	B00KYWL6E8	09-JUN-15	09-JUN-15	10-JUN-15	06/09/2015	06/09/2015	3	3	24	06	N	Kitchen	79	155.59	18-JUN-15	11218	07930	MERCHANT		16.84999998586975	16.99999998266	13.749999985975	18.99999998062	38	Standard	1	8	1	5	3	1	10	1	7	5
115-5247298-0301868	15636930405	15332655915	B00H255VGE	14-MAY-15	15-MAY-15	20-MAY-15	05/14/2015	05/15/2015	6	5	20	05	N	Apparel	193	90	26-MAY-15	33063	85258	MERCHANT		1	9	2	11	1956	Standard	4	9	3	6	3	6	13	5	8	5
111-8232462-4986621	604081421	1161544926	B012CFKQZY	20-FEB-16	22-FEB-16	24-FEB-16	02/20/2016	02/22/2016	2	7	08	02	N	Apparel	193	7.99	01-MAR-16	08837	23185	MERCHANT		.09999999991614	3.799999996124	.899999999082	7.899999991942	261	Standard	2	6	0	4	1	4	10	2	7	3
113-6544368-3965069	8728502905	1360526531	B001E0XR0A	27-DEC-15	28-DEC-15	30-DEC-15	12/27/2015	12/28/2015	2	1	53	12	N	Grocery	325	50.11	06-JAN-16	77494	35640	MERCHANT		5.79999999513617	8.399999991432	4.9999999949	12.599999987148	614	Standard	2	8	1	5	2	3	11	2	8	3
116-9174560-7156268	1045564391	212745396	B0009IGAPW	10-JAN-16	11-JAN-16	13-JAN-16	01/10/2016	01/11/2016	2	1	02	01	N	Electronics	23	19.38	22-JAN-16	89052	19106	MERCHANT		.3100140328244	3.7795275552	1.574803148	8.0314960548	2177	Standard	2	9	1	7	3	3	12	2	10	4
113-3509360-8165038	473513937	469309741	B008EL5ZPM	22-APR-15	24-APR-15	04-MAY-15	04/22/2015	04/24/2015	6	4	17	04	N	Toys	21	27.57	01-MAY-15	33166	70508	MERCHANT		4	12	12	24	775	Standard	8	7	7	5	3	12	9	10	7	5
105-3859921-5285064	1986933460	565333230	B002891OOC	16-DEC-15	18-DEC-15	22-DEC-15	12/16/2015	12/18/2015	6	4	51	12	N	Beauty	194	4.51	28-DEC-15	11209	90065	MERCHANT		.02204577613747	1.7322834628	1.7322834628	2.362204722	2444	Standard	4	8	2	7	3	6	12	4	10	5
110-1055865-2654617	1650637161	25730035405	B00FA9GV3Q	17-AUG-15	18-AUG-15	25-AUG-15	08/17/2015	08/18/2015	3	2	34	08	Y	Books	14	5.84	09-SEP-15	32310	15223	MERCHANT		.2	6.699999993166	.199999999796	10.199999989596	745	Standard	6	19	5	16	4	8	24	7	21	6
112-5450417-3171412	1597812921	1348662660	1566566193	07-JAN-16	08-JAN-16	14-JAN-16	01/07/2016	01/08/2016	6	5	01	01	Y	Books	14	5.65	29-JAN-16	63146	87114	MERCHANT		1.2000201845184	5.49999999439	.79921259761	8.40157479458	935	Standard	5	17	4	13	4	7	23	6	18	6
106-8079351-5436232	1148800701	12709132215	B01CGKM5L8	23-MAR-16	24-MAR-16	28-MAR-16	03/23/2016	03/24/2016	5	4	12	03	N	Apparel	193	31.98	01-APR-16	23435	27604	MERCHANT						136	Standard	3	7	2	5	3	5	10	4	7	5
108-4764525-7470646	6547021415	637391870	B00J1U26AC	05-APR-16	05-APR-16	08-APR-16	04/05/2016	04/05/2016	3	3	14	04	N	Misc SDP	236	4.73	18-APR-16	91406	78734	MERCHANT		.03999999996646	1.099999998878	.99999999898	1.099999998878	1227	Standard	3	10	3	8	4	3	14	3	11	6
112-3733773-6972241	867496690	20903794505	B0035IRSZY	29-MAY-15	30-MAY-15	03-JUN-15	05/29/2015	05/30/2015	7	6	22	05	N	Lawn and Garden	86	10.25	09-JUN-15	48390	33142	MERCHANT		2	5.49999999439	2.699999997246	6.699999993166	1172	Standard	3	7	2	5	1	5	11	4	7	3
109-3445441-7631461	1304419481	1019470256	B00KIJSBEK	04-JUL-15	06-JUL-15	10-JUL-15	07/04/2015	07/06/2015	2	7	28	07	N	PC	147	9.5	14-JUL-15	92614	08043	MERCHANT		.29999999974842	6.099999993778	1.599999998368	9.9999999898	2389	Standard	4	6	2	4	1	6	10	4	7	3
109-8065096-7978666	77949811	24921027905	B00N9M6PVO	22-FEB-16	23-FEB-16	26-FEB-16	02/22/2016	02/23/2016	3	2	08	02	N	Sports	200	89.95	29-FEB-16	21226	97035	MERCHANT		.24999999979035	6.799999993064	1.099999998878	10.99999998878	2365	Expedited	4	5	3	4	1	4	7	3	5	1
104-5943694-1231410	606885350	16938560715	B00GTXHA6E	12-AUG-15	18-AUG-15	19-AUG-15	08/12/2015	08/18/2015	3	4	34	08	N	Sports	200	34.99	25-AUG-15	92111	60610	MERCHANT		.3	6.299999993574	2.299999997654	6.699999993166	1730	Standard	5	9	1	5	2	7	13	1	7	3
114-9720519-0200265	1670344440	435253886	B00I33UVAU	14-DEC-15	15-DEC-15	21-DEC-15	12/14/2015	12/15/2015	3	2	51	12	N	Beauty	194	13.98	23-DEC-15	91776	44126	MERCHANT		.22046001186075	3.4645669256	.5511811018	4.1732283422	2029	Standard	5	7	4	5	3	7	9	6	7	3
002-2112262-8200236	12800826715	34987813605	B0135CDQ78	13-SEP-15	14-SEP-15	19-SEP-15	09/13/2015	09/14/2015	2	1	38	09	N	Wireless	107	5.99	22-SEP-15	92821	13850	MERCHANT		.02204600116758	3.99999999592	.799999999184	7.099999992758	2324	Standard	4	6	4	4	2	6	9	5	7	3
107-5627748-5215454	1628681301	632997121	B005IQS8XC	17-MAR-16	21-MAR-16	24-MAR-16	03/17/2016	03/21/2016	2	5	12	03	N	Home	201	1.35	28-MAR-16	91204	23606	MERCHANT						2336	Standard	5	7	1	5	3	7	11	3	7	5
114-0330453-6026620	167550777	240259877	B00HHGRBNE	02-JAN-16	04-JAN-16	06-JAN-16	01/02/2016	01/04/2016	2	7	01	01	N	Automotive	263	69	12-JAN-16	48220	62025	MERCHANT						435	Standard	2	7	0	4	1	4	11	2	7	3
103-8898218-8826646	1936938221	55994164	1609450787	11-JUL-15	13-JUL-15	18-JUL-15	07/11/2015	07/13/2015	2	7	29	07	Y	Books	14	9.94	03-AUG-15	23860	94110	MERCHANT		.44999999962263	5.49999999439	1.199999998776	8.399999991432	2454	Standard	4	15	3	14	2	7	23	5	20	4
115-6597444-8183446	526343201	51499960	0198266197	13-SEP-15	14-SEP-15	21-SEP-15	09/13/2015	09/14/2015	2	1	38	09	Y	Books	14	6.33	05-OCT-15	46619	68901	MERCHANT		1.73724262456				631	Standard	5	16	4	14	3	8	23	7	20	4
107-4496003-1475450	1231406091	7532291115	B0053DAO32	15-AUG-15	16-AUG-15	19-AUG-15	08/15/2015	08/16/2015	1	7	33	08	N	Home	201	22.99	26-AUG-15	43137	10001	MERCHANT						478	Standard	2	8	1	4	1	4	12	3	7	3
113-0406497-9020233	290711087	20963204505	B00GXAQ0R8	05-DEC-15	06-DEC-15	11-DEC-15	12/05/2015	12/06/2015	1	7	49	12	N	Wireless	107	17.95	15-DEC-15	91737	27610	MERCHANT						2200	Standard	4	7	3	4	1	6	11	5	7	3
109-9193310-1255432	878889961	711285540	0933849184	03-DEC-15	04-DEC-15	08-DEC-15	12/03/2015	12/04/2015	6	5	49	12	Y	Books	14	9.45	28-DEC-15	06095	41653	MERCHANT		.6	6.099999993778	.49999999949	9.49999999031	610	Standard	3	18	2	16	4	5	25	4	21	6
113-1312860-1850610	416623727	906495586	B0082BI3S0	11-JUL-15	13-JUL-15	16-JUL-15	07/11/2015	07/13/2015	2	7	29	07	N	Apparel	193	19	23-JUL-15	92807	52807	MERCHANT						1575	Standard	3	8	1	5	2	5	12	3	9	4
105-7704844-6587428	1639156940	1096475293	1888054093	02-NOV-15	03-NOV-15	11-NOV-15	11/02/2015	11/03/2015	3	2	45	11	Y	Books	14	14.28	25-NOV-15	43635	33054	MERCHANT		.35	4.5669291292	.5511811018	5.6692913328	1106	Standard	7	19	7	16	4	9	24	9	21	6
110-9273478-8390654	105769501	720022411	B002SQRV10	19-APR-15	20-APR-15	24-APR-15	04/19/2015	04/20/2015	2	1	17	04	N	Outdoors	468	26.76	28-APR-15	10307	33484	MERCHANT		.3	3.099999996838	1.399999998572	4.49999999541	1029	Standard	4	6	3	4	2	5	9	4	7	3
108-0977847-9313837	193922020	25968885505	B001C25LA4	06-APR-16	08-APR-16	13-APR-16	04/06/2016	04/08/2016	6	4	14	04	N	Automotive	263	49.9	15-APR-16	98032	22030	MERCHANT		12.8	13.49999998623	9.799999990004	30.49999996889	2308	Standard	5	7	3	5	3	7	9	5	7	5
111-2495705-2655425	8658001915	1480419171	B007KFZ8B4	26-JUL-15	27-JUL-15	13-AUG-15	07/26/2015	07/27/2015	2	1	31	07	Y	Video DVD	74	12.97	14-AUG-15	90210	60655	MERCHANT		.45	5.49999999439	1.099999998878	7.49999999235	1745	Standard	13	14	12	13	3	18	20	17	18	4
112-9253086-5431439	1152749260	16251626705	B00VIU10UK	16-JAN-16	18-JAN-16	20-JAN-16	01/16/2016	01/18/2016	2	7	03	01	N	Wireless	107	16.98	25-JAN-16	55125	06851	MERCHANT		.04409200237215	4.0157480274	.4724409444	7.4015747956	1019	Expedited	2	5	0	3	0	4	9	2	5	1
112-0719370-9545835	77949811	20607052315	B008ETYXZW	11-NOV-15	11-NOV-15	18-NOV-15	11/11/2015	11/11/2015	4	4	46	11	N	Sports	200	19.99	20-NOV-15	21226	97230	MERCHANT		.26	8.1102362122	1.1023622036	11.6535432952	2354	Standard	5	7	5	5	3	7	10	7	7	5
105-8232376-4761049	17168056315	8079982105	B00X2KPCQ2	19-AUG-15	20-AUG-15	24-AUG-15	08/19/2015	08/20/2015	5	4	34	08	N	Health & Personal Care	121	26.59	01-SEP-15	07010	33023	MERCHANT		.9	4.399999995512	3.49999999643	9.899999989902	1085	Standard	3	9	2	7	4	5	13	4	11	6
002-8956138-9145806	12670331815	329885617	B0050KJV3C	18-APR-15	20-APR-15	24-APR-15	04/18/2015	04/20/2015	2	7	17	04	N	Major Appliances	265	8.5	28-APR-15	90046	21225	MERCHANT		.19	7	7	7	2321	Standard	4	6	2	4	1	6	10	4	7	3
112-9940629-8188214	560004381	1163007610	1581604920	04-AUG-15	06-AUG-15	10-AUG-15	08/04/2015	08/06/2015	5	3	32	08	Y	Books	14	20.49	26-AUG-15	29730	53189	MERCHANT		.55	5.399999994492	.49999999949	8.299999991534	680	Standard	4	17	3	15	4	6	22	4	20	6
110-8396681-2870644	2055011321	1104517331	B0028WD5QY	16-JUL-15	17-JUL-15	22-JUL-15	07/16/2015	07/17/2015	6	5	29	07	N	Toys	21	1.71	24-JUL-15	91733	31605	MERCHANT		.0625	1	1	1	2032	Standard	4	6	3	5	3	6	8	5	7	5
002-6713937-0883461	2048082600	729183351	B00LOMF8KK	06-DEC-15	07-DEC-15	09-DEC-15	12/06/2015	12/07/2015	2	1	50	12	N	Toys	21	78.94	15-DEC-15	07075	11377	MERCHANT		.2	3.99999999592	1.099999998878	14.399999985312	12	Standard	2	6	1	4	2	3	9	2	7	3
106-4038330-5847461	587411946	5871087	B00HRBCT9A	12-AUG-15	12-AUG-15	14-AUG-15	08/12/2015	08/12/2015	4	4	33	08	N	Biss	328	151.84	21-AUG-15	08066	19114	MERCHANT		2.2	3	2	5	20	Standard	2	7	2	5	3	2	10	2	7	5
002-7952572-4407452	1748060740	1321086670	0876781156	03-DEC-15	05-DEC-15	10-DEC-15	12/03/2015	12/05/2015	7	5	49	12	Y	Books	14	4.49	28-DEC-15	98144	98226	MERCHANT		1.2000201845184	5.90157479713	.79921259761	8.90157479407	84	Standard	5	18	3	16	4	7	25	5	21	6
114-2837555-6862635	329920441	492087561	B00024JR4E	25-OCT-15	26-OCT-15	31-OCT-15	10/25/2015	10/26/2015	2	1	44	10	N	Home	201	9.99	03-NOV-15	37204	17603	MERCHANT		2.1	5.99999999388	1.799999998164	13.599999986128	627	Standard	4	7	4	4	2	6	10	5	7	3
109-8384710-7767453	88294947	1993830761	B00RGDZAD6	08-DEC-15	09-DEC-15	18-DEC-15	12/08/2015	12/09/2015	4	3	50	12	N	Beauty	194	16.72	17-DEC-15	11226	60559	MERCHANT		.29982867632	2.4015748007	2.0866141711	5.905511805	732	Standard	8	7	7	5	3	10	9	9	7	5
114-6366656-1001838	1026718261	685232410	0193132044	29-SEP-15	29-SEP-15	03-OCT-15	09/29/2015	09/29/2015	3	3	40	09	Y	Books	14	8.95	22-OCT-15	43228	36606	MERCHANT		3.35	6.599999993268	2.399999997552	9.299999990514	700	Standard	3	19	3	16	4	4	24	4	21	6
107-6911917-6493833	315082276	16050687815	B0012DNMXG	06-AUG-15	06-AUG-15	18-AUG-15	08/06/2015	08/06/2015	5	5	32	08	N	Home	201	15	28-AUG-15	11355	33311	MERCHANT		.02204600118607	2.99999999694	.099999999898	4.799999995104	1073	Standard	8	17	8	13	4	12	23	12	18	6
111-0118788-8761866	9343393905	24322115305	B016ANO4E8	25-JAN-16	26-JAN-16	30-JAN-16	01/25/2016	01/26/2016	3	2	04	01	N	Health & Personal Care	121	3	03-FEB-16	03031	95531	MERCHANT		1.14999999903562	4.49999999541	2.599999997348	13.699999986026	2634	Standard	4	7	4	5	3	5	9	4	7	3
115-9187704-9405827	1632079371	1055952731	B0071S5Y46	02-DEC-15	02-DEC-15	07-DEC-15	12/02/2015	12/02/2015	4	4	49	12	N	Biss	328	3.99	11-DEC-15	21230	94087	MERCHANT		.02204600116758	1.699999998266	.399999999592	4.899999995002	2441	Standard	3	7	3	5	3	5	9	5	7	5
114-2665171-3586642	220776427	40400970605	B0014DWROO	11-APR-16	12-APR-16	16-APR-16	04/11/2016	04/12/2016	3	2	15	04	N	Grocery	325	52.19	20-APR-16	10306	53212	MERCHANT						731	Standard	4	7	4	5	3	5	9	4	7	3
109-8962721-8597019	12601960505	265763867	B00NB6RR60	05-JUL-15	07-JUL-15	09-JUL-15	07/05/2015	07/07/2015	3	1	28	07	N	Apparel	193	45.8	17-JUL-15	34711	20902	MERCHANT		1				776	Standard	3	9	1	4	4	4	13	2	7	5
115-9443425-3805830	145767776	565410170	B00G5K4XIO	08-DEC-15	11-DEC-15	15-DEC-15	12/08/2015	12/11/2015	6	3	50	12	N	Toys	21	51.65	22-DEC-15	63110	17067	MERCHANT		6.25	15.799999983884	5.599999994288	23.49999997603	753	Standard	5	10	3	5	3	7	14	4	7	3
002-8174391-4311446	10393733215	1263121260	B00N8C57FA	08-MAR-16	09-MAR-16	17-MAR-16	03/08/2016	03/09/2016	4	3	10	03	N	Wireless	107	6.99	17-MAR-16	90501	02111	MERCHANT		.1763680094886	2.9921259812	.5905511805	5.905511805	2603	Standard	7	8	6	5	3	9	10	8	7	5
113-8768247-2365813	706355190	824680831	B00T694TNU	09-JUL-15	09-JUL-15	16-JUL-15	07/09/2015	07/09/2015	5	5	28	07	N	Luggage	198	103.96	20-JUL-15	84119	21144	MERCHANT						1860	Standard	5	8	5	5	3	7	12	7	7	5
114-3578159-0891419	1718365111	22388303705	B005F5NLX8	14-APR-15	15-APR-15	17-APR-15	04/14/2015	04/15/2015	4	3	16	04	N	Apparel	193	14.74	23-APR-15	11217	33122	MERCHANT		1				1091	Standard	3	8	2	5	3	3	10	2	7	5
114-3226803-8980251	1293494511	455334690	B00CHJR7IU	19-JUN-15	22-JUN-15	24-JUN-15	06/19/2015	06/22/2015	2	6	26	06	N	Toys	21	4.24	01-JUL-15	25411	11572	MERCHANT		.03968320716	5.3149606245	3.3858267682	5.7874015689	253	Standard	3	9	1	5	1	5	13	2	7	3
111-0919248-1715435	1641214061	754507856	B00IYZLASE	29-MAY-15	01-JUN-15	04-JUN-15	05/29/2015	06/01/2015	2	6	23	06	N	Automotive	263	74.8	09-JUN-15	91748	79908	MERCHANT						691	Standard	4	8	1	5	1	6	12	3	7	3
104-2917503-3558627	1885433141	33825275005	006238838X	11-FEB-16	12-FEB-16	23-FEB-16	02/11/2016	02/12/2016	6	5	06	02	Y	Books	14	14.84	07-MAR-16	21227	91316	MERCHANT		.69999999941299	5.399999994492	1.299999998674	8.099999991738	2325	Standard	8	18	7	15	5	12	25	11	20	7
114-0478254-4417065	1013838121	277878510	B00P2S6CD4	08-JUN-15	11-JUN-15	15-JUN-15	06/08/2015	06/11/2015	5	2	24	06	N	Wireless	107	16.9	18-JUN-15	90014	27617	MERCHANT						2225	Standard	5	8	4	5	4	7	10	4	7	5
109-7091815-7726646	750846486	39041330	B004RR0N8Q	15-APR-15	15-APR-15	20-APR-15	04/15/2015	04/15/2015	4	4	16	04	N	Sports	200	49.98	24-APR-15	85249	55350	MERCHANT		.2	3.799999996124	.49999999949	7.099999992758	1227	Standard	3	7	3	5	3	5	10	5	7	5
002-9580632-2339401	522672507	679768390	B0145VHDVS	08-NOV-15	09-NOV-15	12-NOV-15	11/08/2015	11/09/2015	2	1	46	11	N	Wireless	107	12.99	18-NOV-15	90703	68135	MERCHANT		.0440924524	3.8582677126	.787401574	7.9527558974	1297	Standard	3	7	2	5	3	4	10	3	8	4
105-4631617-8819402	878889961	268334791	0374371520	15-JUL-15	16-JUL-15	22-JUL-15	07/15/2015	07/16/2015	5	4	29	07	Y	Books	14	4.29	06-AUG-15	06095	38756	MERCHANT		.75	5.599999994288	.899999999082	8.299999991534	1150	Standard	5	17	4	15	4	7	22	6	20	6
106-0274667-0610633	161497861	937882861	B006WPSM02	21-NOV-15	22-NOV-15	30-NOV-15	11/21/2015	11/22/2015	1	7	47	11	N	Home	201	18.24	14-DEC-15	07601	32459	MERCHANT		.59999999949685	7.199999992656	.899999999082	8.699999991126	994	Standard	5	15	4	4	1	9	23	8	7	3
116-2865465-9661011	1067020580	897729901	B004VH98ZQ	30-JAN-16	01-FEB-16	10-FEB-16	01/30/2016	02/01/2016	2	7	05	02	Y	Books	14	7.98	23-FEB-16	92352	53186	MERCHANT		.75	5.49999999439	1.199999998776	8.49999999133	1667	Standard	7	17	5	14	2	11	25	9	21	4
116-6479934-5406642	1231406091	2047625331	B013DDVC5M	23-NOV-15	24-NOV-15	28-NOV-15	11/23/2015	11/24/2015	3	2	48	11	N	Office Products	229	13.9	04-DEC-15	43137	12508	MERCHANT		.39999999966456	11.799999987964	.49999999949	11.899999987862	488	Standard	4	9	4	5	4	5	12	5	7	6
114-2632555-3714653	247382791	674631611	B00N2D8A3G	16-MAR-16	17-MAR-16	21-MAR-16	03/16/2016	03/17/2016	5	4	11	03	N	Lawn and Garden	86	155.48	25-MAR-16	77328	85284	MERCHANT						1002	Standard	3	7	2	5	3	5	10	4	7	5
115-9998813-8424264	518452547	527116796	B00H9BKYN6	27-JUL-15	27-JUL-15	31-JUL-15	07/27/2015	07/27/2015	2	2	31	07	N	Shoes	309	31.49	05-AUG-15	89139	52246	MERCHANT		.7	9.199999990616	4.099999995818	13.399999986332	1324	Standard	4	8	4	5	3	4	10	4	7	3
113-7485828-8961029	14671009405	25831820305	B00162NWHY	18-AUG-15	19-AUG-15	22-AUG-15	08/18/2015	08/19/2015	4	3	34	08	N	Sports	200	22.99	26-AUG-15	55358	26217	MERCHANT		.15	3.99999999592	.99999999898	6.99999999286	839	Standard	3	7	3	5	3	4	9	3	7	5
109-0736615-9241820	87067157	912132926	B00NUHG9UA	06-MAY-15	07-MAY-15	11-MAY-15	05/06/2015	05/07/2015	5	4	19	05	N	Jewelry	197	13	19-MAY-15	91506	19120	MERCHANT		.03999999996646	4.0899999958282	1.2599999987148	4.1699999957466	2393	Standard	3	9	2	7	4	5	13	4	11	6
109-6636570-3915430	1180879861	584274510	B008C27YLQ	13-FEB-16	15-FEB-16	17-FEB-16	02/13/2016	02/15/2016	2	7	07	02	N	Sports	200	6.79	24-FEB-16	90502	90015	MERCHANT		.04999999995807	2.49999999745	1.199999998776	7.599999992248	14	Standard	3	8	0	4	1	5	12	2	7	3
116-7899890-7201860	695377936	896289530	B004FGQSQ0	15-OCT-15	16-OCT-15	19-OCT-15	10/15/2015	10/16/2015	6	5	42	10	N	Beauty	194	7.17	26-OCT-15	64083	06471	MERCHANT		1.35	4.9999999949	1.99999999796	7.799999992044	1156	Standard	2	7	1	5	3	4	11	3	7	5
112-9663549-7621013	12670331815	21164204215	B001DHPCIO	23-MAY-15	26-MAY-15	01-JUN-15	05/23/2015	05/26/2015	3	7	22	05	N	Major Appliances	265	27.33	03-JUN-15	90046	59715	MERCHANT		.59999999949685	17.99999998164	.99999999898	18.99999998062	890	Standard	5	8	4	4	1	9	12	6	7	3
002-7777642-4117047	522672507	1714882770	B019PBJBHW	04-APR-16	05-APR-16	08-APR-16	04/04/2016	04/05/2016	3	2	14	04	N	Wireless	107	16.99	13-APR-16	90703	10703	MERCHANT		.02204600116759	3.99999999592	.799999999184	8.399999991432	2449	Standard	4	7	3	5	3	4	9	3	7	3
106-1097932-5576220	1319164290	424319316	B00XM39PTE	02-JUL-15	02-JUL-15	07-JUL-15	07/02/2015	07/02/2015	5	5	27	07	N	Camera	421	199.95	16-JUL-15	91941	83876	MERCHANT		17	17	11	25	1015	Standard	3	12	3	6	2	5	15	5	9	4
105-8696087-3104229	362121516	345214456	B00E255LIU	25-APR-15	27-APR-15	29-APR-15	04/25/2015	04/27/2015	2	7	18	04	N	Lawn and Garden	86	24.39	05-MAY-15	97351	20148	MERCHANT		1.03999994317587	5.49998899439001	1.199997598776	6.29998739357401	2351	Standard	2	6	0	4	1	4	10	2	7	3
112-3327268-5645040	18673160705	7073525405	B01AAICVJE	25-APR-16	26-APR-16	28-APR-16	04/25/2016	04/26/2016	3	2	17	04	N	Apparel	193	17.52	05-MAY-16	41094	10705	MERCHANT			6.5	4	8.5	586	Standard	3	9	2	5	4	3	11	2	7	5
108-8894736-8161008	15563587215	22708210	B00W8FYFBA	14-DEC-15	14-DEC-15	18-DEC-15	12/14/2015	12/14/2015	2	2	51	12	N	Video Games	63	55.57	23-DEC-15	95008	60048	MERCHANT		.19999999983228	5.299999994594	.599999999388	6.699999993166	1827	Standard	4	8	4	5	3	4	10	4	7	3
109-7100434-2804253	1072652956	7816911	0691114390	21-SEP-15	22-SEP-15	26-SEP-15	09/21/2015	09/22/2015	3	2	39	09	Y	Books	14	8.18	14-OCT-15	44214	02370	MERCHANT		2	6.099999993778	1.49999999847	9.099999990718	579	Standard	4	18	4	16	4	5	23	4	21	6
107-8082581-3885859	225940121	965534846	0375430466	15-MAR-16	16-MAR-16	19-MAR-16	03/15/2016	03/16/2016	4	3	11	03	Y	Books	14	4.49	06-APR-16	80907	84015	MERCHANT		.95	8.49999999133	.399999999592	11.099999988678	414	Standard	3	18	3	15	4	4	23	3	20	6
108-4615164-6898657	795438400	1973572461	0061728993	10-OCT-15	12-OCT-15	19-OCT-15	10/10/2015	10/12/2015	2	7	42	10	Y	Books	14	4	03-NOV-15	98001	60634	MERCHANT		.49	5.7480314902	1.1023622036	8.3464566844	1720	Standard	5	17	4	14	4	9	25	7	20	6
108-3286743-7272204	1667893011	1159461570	B004TS1PZI	19-JAN-16	19-JAN-16	23-JAN-16	01/19/2016	01/19/2016	3	3	03	01	N	Toys	21	3.99	01-FEB-16	10977	95747	MERCHANT		.15	3.199999996736	.799999999184	4.799999995104	2482	Standard	3	9	3	8	4	4	13	4	11	6
102-1754527-8397805	13228780515	19254820	B00OSC174E	03-AUG-15	03-AUG-15	10-AUG-15	08/03/2015	08/03/2015	2	2	32	08	N	Kitchen	79	13.95	12-AUG-15	13027	44106	MERCHANT		.29	2.09	2.03	3.01	291	Standard	5	8	5	5	3	7	10	7	7	3
109-9760616-0989003	1842942971	949943702	B006JANLLU	14-MAY-15	14-MAY-15	16-MAY-15	05/14/2015	05/14/2015	5	5	20	05	N	Sports	200	5.24	26-MAY-15	98409	95816	MERCHANT		.3	2.699999997246	1.299999998674	2.699999997246	599	Standard	1	9	1	6	3	2	13	2	8	5
106-3064444-9721857	482467601	8475889505	B00GBHZ4B6	16-DEC-15	19-DEC-15	21-DEC-15	12/16/2015	12/19/2015	7	4	51	12	N	Home	201	35.93	31-DEC-15	92673	53094	MERCHANT		.64999999945492	2.099999997858	.99999999898	8.199999991636	1693	Standard	3	12	2	6	2	5	15	2	8	3
115-2236557-1835441	852196611	35669891	B00S5M120W	01-JUL-15	01-JUL-15	06-JUL-15	07/01/2015	07/01/2015	4	4	27	07	N	Apparel	193	7.94	13-JUL-15	94538	48103	MERCHANT		.1	3.3	.9	6.2	2032	Standard	3	9	3	5	4	5	13	5	7	6
113-3241797-8650605	662752062	16629940815	B000001B68	01-MAR-16	02-MAR-16	05-MAR-16	03/01/2016	03/02/2016	4	3	09	03	N	Shoes	309	8.89	23-MAR-16	90040	49079	MERCHANT		.1770752888384	4.97244093981	.53937007819	5.54724408883	1831	Standard	3	17	3	15	4	4	22	3	20	6
109-2266057-0512244	1567457860	196194136	1586170295	17-FEB-16	18-FEB-16	22-FEB-16	02/17/2016	02/18/2016	5	4	07	02	Y	Books	14	8.95	10-MAR-16	76117	92026	MERCHANT		.88	5.1968503884	1.0236220462	7.87401574	1149	Standard	3	17	2	15	4	5	22	4	20	6
106-5551018-7350656	7632505515	1790645221	B005ABFWCU	29-FEB-16	01-MAR-16	05-MAR-16	02/29/2016	03/01/2016	3	2	09	03	N	Shoes	309	42.98	11-MAR-16	44236	72461	MERCHANT		1.55	7.399999992452	4.399999995512	12.199999987556	585	Standard	4	9	4	5	4	5	11	4	7	5
111-0435913-7733829	486141551	1888647241	B000FIDONW	13-JAN-16	14-JAN-16	16-JAN-16	01/13/2016	01/14/2016	5	4	02	01	N	Health & Personal Care	121	4.35	26-JAN-16	10710	19711	MERCHANT		.1	1.99999999796	1.799999998164	3.799999996124	132	Standard	2	10	2	5	4	3	14	2	7	6
111-6850358-3467427	102446686	1455189290	B00EZCKWKW	10-OCT-15	13-OCT-15	16-OCT-15	10/10/2015	10/13/2015	3	7	42	10	N	Pet Products	199	100.49	20-OCT-15	28752	48315	MERCHANT		1.15	5.99999999388	2.49999999745	8.199999991636	482	Standard	4	6	1	4	1	6	10	3	7	3
113-0644376-8617807	1068181226	573260341	B0049TW8ZS	05-FEB-16	05-FEB-16	10-FEB-16	02/05/2016	02/05/2016	6	6	05	02	N	Automotive	263	50.99	16-FEB-16	43015	85040	MERCHANT		31.4515454893505				1663	Standard	3	8	3	5	1	5	12	5	8	3
112-1063379-2905848	163689617	1035732266	B00OHUUD1K	21-JUL-15	22-JUL-15	24-JUL-15	07/21/2015	07/22/2015	4	3	30	07	N	Jewelry	197	12.04	30-JUL-15	08210	68028	MERCHANT			3	2	3	1139	Standard	3	7	2	5	3	3	9	2	7	5
108-4511637-4529815	1886110631	394854330	B00KY55MIG	28-FEB-16	29-FEB-16	03-MAR-16	02/28/2016	02/29/2016	2	1	09	02	N	Apparel	193	24.73	08-MAR-16	77410	29631	MERCHANT		.44999999962263	10.99999998878	.599999999388	11.299999988474	819	Standard	3	6	2	4	2	4	9	3	7	3
