ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
116-1952762-2040246	1394226441	52825322	B005H479OY	19-MAR-16	21-MAR-16	25-MAR-16	03/19/2016	03/21/2016	2	7	12	03	N	Electronics	23	8.5	29-MAR-16	77099	98115	MERCHANT		.2	3.99999999592	.899999999082	5.099999994798	1887	Standard	4	6	2	4	1	6	10	4	7	3
111-2733058-0545806	759821516	720215093	B005TLKS8E	20-APR-15	21-APR-15	24-APR-15	04/20/2015	04/21/2015	3	2	17	04	N	Kitchen	79	139.99	29-APR-15	37121	02474	MERCHANT		.95	3.399999996532	1.399999998572	15.299999984394	921	Standard	4	7	3	5	3	4	9	3	7	3
103-3788626-3027449	12255934315	258251087	B00374BT0G	06-SEP-15	11-SEP-15	15-SEP-15	09/06/2015	09/11/2015	6	1	37	09	N	Apparel	193	20.32	21-SEP-15	30041	51455	MERCHANT		.65	10.199999989596	.99999999898	13.99999998572	797	Standard	6	11	3	4	4	9	16	4	7	5
108-5519136-5980246	432398490	320912850	1885061307	04-NOV-15	05-NOV-15	09-NOV-15	11/04/2015	11/05/2015	5	4	45	11	Y	Books	14	8.68	30-NOV-15	99202	98230	MERCHANT		.45	4.099999995818	.699999999286	5.899999993982	259	Standard	3	19	2	18	5	5	26	4	24	7
105-6574345-2610633	152966217	22293862005	B009QMJO3C	02-MAY-15	04-MAY-15	09-MAY-15	05/02/2015	05/04/2015	2	7	19	05	N	Beauty	194	5.29	14-MAY-15	17545	90040	MERCHANT						2318	Standard	4	8	3	5	2	7	12	5	9	4
115-5077222-4457818	1821699381	1544609111	1590525132	06-AUG-15	07-AUG-15	13-AUG-15	08/06/2015	08/07/2015	6	5	32	08	Y	Books	14	5.76	28-AUG-15	30336	78245	MERCHANT		1.35	5.899999993982	1.699999998266	8.799999991024	885	Standard	5	17	4	13	4	7	23	6	18	6
109-0324837-3221077	16100682705	7933022915	B00NH4OFFC	26-SEP-15	28-SEP-15	01-OCT-15	09/26/2015	09/28/2015	2	7	40	09	N	Office Products	229	6.38	06-OCT-15	84045	03036	MERCHANT		.65	7.99999999184	4.9999999949	8.99999999082	2088	Standard	3	6	1	4	1	5	10	3	7	3
002-7481499-5746626	1811293771	786352081	B00EB4IW6A	10-NOV-15	11-NOV-15	18-NOV-15	11/10/2015	11/11/2015	4	3	46	11	N	Toys	21	15.86	20-NOV-15	66219	49341	MERCHANT		.8	7.49999999235	3.49999999643	22.99999997654	564	Standard	6	8	5	5	3	8	10	7	7	5
108-9357007-2448250	1711882231	452072922	B010Z77NWA	17-MAR-16	17-MAR-16	18-MAR-16	03/17/2016	03/17/2016	5	5	11	03	N	Lawn and Garden	86	39.81	24-MAR-16	11233	10024	MERCHANT		.66999999943814	4.199999995716	1.899999998062	8.099999991738	9	Expedited	1	6	1	1	1	1	8	1	3	3
115-1906089-4654633	1969086121	655268400	B00QFMN1LM	01-JUN-15	02-JUN-15	04-JUN-15	06/01/2015	06/02/2015	3	2	23	06	N	Toys	21	12.9	10-JUN-15	91790	14051	MERCHANT		.35	4.599999995308	3.699999996226	6.399999993472	2188	Standard	3	7	2	5	3	3	9	2	7	3
104-8148226-6278611	736248836	35595359805	B006KRZDUY	01-MAR-16	01-MAR-16	05-MAR-16	03/01/2016	03/01/2016	3	3	09	03	N	Wireless	107	3.84	10-MAR-16	11209	10452	MERCHANT		.1	3.599999996328	.599999999388	4.49999999541	16	Standard	3	7	3	5	3	4	9	4	7	5
103-3004199-2866614	403132896	13443192015	B004SKBN9A	25-AUG-15	26-AUG-15	31-AUG-15	08/25/2015	08/26/2015	4	3	35	08	N	Apparel	193	8.13	03-SEP-15	60440	35487	MERCHANT		1.45	9.7	3.7	10.8	587	Standard	3	7	3	5	3	5	9	5	7	5
110-1140482-2530667	1450919771	1615354661	B00KSNMO9Y	18-JUL-15	20-JUL-15	24-JUL-15	07/18/2015	07/20/2015	2	7	30	07	N	Apparel	193	20.58	31-JUL-15	84010	60148	MERCHANT			8	1	10	1233	Standard	4	9	2	4	3	6	14	4	7	5
103-5723778-9381025	616198156	126820197	B007RYJZPS	02-NOV-15	02-NOV-15	04-NOV-15	11/02/2015	11/02/2015	2	2	45	11	N	PC	147	29.95	17-NOV-15	95126	29730	MERCHANT						2273	Standard	2	12	2	9	4	2	15	2	13	6
106-6776685-6881052	6386150315	1986401991	B000AST3AK	23-FEB-16	23-FEB-16	26-FEB-16	02/23/2016	02/23/2016	3	3	08	02	N	Home Improvement	60	45.75	03-MAR-16	71913	08530	MERCHANT		.7495716908	3.5039370043	3.3070866108	5.7086614115	1075	Standard	3	8	3	5	3	3	10	3	7	5
102-8620939-6501020	18673160705	14059670305	B01197BPL0	23-SEP-15	24-SEP-15	29-SEP-15	09/23/2015	09/24/2015	5	4	39	09	N	Apparel	193	9.99	02-OCT-15	41094	33198	MERCHANT			6.5	4	8.5	5933	Standard	4	7	3	5	3	6	9	5	7	5
104-7850804-8609044	7066440915	832930106	B00G5M5XZO	02-OCT-15	03-OCT-15	09-OCT-15	10/02/2015	10/03/2015	7	6	40	10	N	Apparel	193	11.98	14-OCT-15	10012	33122	MERCHANT		.0875	4.25	.5	8	1094	Standard	5	9	4	5	1	7	13	6	8	3
112-4141776-1516208	1885433141	852536540	1580085032	29-MAY-15	02-JUN-15	10-JUN-15	05/29/2015	06/02/2015	3	6	23	06	Y	Books	14	22.12	22-JUN-15	21227	92835	MERCHANT		1.7100375814292	7.03937007156	.92913385732	9.05905510887	2299	Standard	8	17	5	15	2	12	24	8	20	4
104-6445067-4890621	759870746	730990301	B00UYQ9XUS	02-DEC-15	03-DEC-15	10-DEC-15	12/02/2015	12/03/2015	5	4	49	12	N	Toys	21	5.35	11-DEC-15	60559	95722	MERCHANT		.02204600116759	2.2047244072	1.574803148	3.93700787	1741	Standard	6	7	5	5	3	8	10	7	7	5
104-8777968-3605047	847093620	52833608	B008GV9IWG	02-OCT-15	02-OCT-15	05-OCT-15	10/02/2015	10/02/2015	6	6	40	10	N	Health & Personal Care	121	86.79	06-OCT-15	92126	94577	MERCHANT		3.44999999710686	12.699999987046	5.599999994288	15.299999984394	436	SecondDay	1	3	1	2	2	3	5	3	4	4
105-1587128-4653030	720568210	1643279650	B000CC5CHW	16-JUN-15	18-JUN-15	23-JUN-15	06/16/2015	06/18/2015	5	3	25	06	N	Video Games	63	143.99	25-JUN-15	30501	01905	MERCHANT		.0500008410216	5.09842519165	.70078740086	7.79921259047	894	Standard	5	7	3	5	3	7	9	5	7	5
104-1654586-5363461	2075708421	1298194891	B00VILKVMC	07-DEC-15	08-DEC-15	14-DEC-15	12/07/2015	12/08/2015	3	2	50	12	N	Sports	200	27.66	16-DEC-15	56003	28658	MERCHANT			10	.5	11	900	Standard	5	7	4	5	3	7	9	6	7	3
104-4967422-6130624	661076130	157092120	B00LEXN9OQ	13-APR-15	15-APR-15	21-APR-15	04/13/2015	04/15/2015	4	2	16	04	N	Shoes	309	89.95	23-APR-15	01801	90720	MERCHANT		1.1	5.2	4.2	11.2	2586	Standard	6	9	4	5	4	8	11	6	7	5
115-9221025-1869007	1229211551	8603951905	B004MKL7BU	04-FEB-16	05-FEB-16	08-FEB-16	02/04/2016	02/05/2016	6	5	05	02	N	Beauty	194	2	16-FEB-16	61734	48910	MERCHANT		.05	1.899999998062	.99999999898	3.399999996532	303	Standard	2	8	1	6	3	4	12	3	8	5
108-8827661-9286644	712892761	159217786	B003YM04C0	19-DEC-15	21-DEC-15	24-DEC-15	12/19/2015	12/21/2015	2	7	52	12	N	Camera	421	15.2	06-JAN-16	07206	22180	MERCHANT		.04	2.9921259812	.4724409444	4.0157480274	203	Standard	3	12	1	9	4	5	18	3	14	7
108-2137968-4251410	883431980	947139131	B00M4FR6LA	06-NOV-15	09-NOV-15	13-NOV-15	11/06/2015	11/09/2015	2	6	46	11	N	Wireless	107	6.99	18-NOV-15	91761	52761	MERCHANT						1531	Standard	5	8	2	5	2	7	12	4	8	4
103-4183300-5357801	15109485405	758588901	B00P85VV64	07-JUL-15	08-JUL-15	13-JUL-15	07/07/2015	07/08/2015	4	3	28	07	N	Health & Personal Care	121	24.99	16-JUL-15	07004	97367	MERCHANT		.5	1.99999999796	1.799999998164	7.99999999184	2487	Standard	3	7	3	5	3	5	9	5	7	5
109-7817682-4394666	1245303861	11128933615	0073514519	17-AUG-15	18-AUG-15	20-AUG-15	08/17/2015	08/18/2015	3	2	34	08	Y	Books	14	8.94	27-AUG-15	19335	50014	MERCHANT		.95	5.899999993982	.99999999898	9.099999990718	946	Expedited	3	8	2	6	2	3	10	2	8	2
104-7042010-8335460	15128457315	254248337	B00TSG1THU	15-APR-15	22-APR-15	24-APR-15	04/15/2015	04/22/2015	4	4	17	04	N	Apparel	193	49.95	29-APR-15	28547	77502	MERCHANT						1099	Standard	7	10	2	5	2	9	14	2	7	3
107-2587622-0042630	18003125705	1184303	B0013792VC	03-JAN-16	04-JAN-16	07-JAN-16	01/03/2016	01/04/2016	2	1	01	01	N	Beauty	194	43.75	12-JAN-16	08543	90210	MERCHANT		.35	1.699999998266	1.299999998674	7.199999992656	2422	Standard	3	7	2	4	2	4	10	3	7	3
112-2730798-8657851	1057097180	14497087705	B013L60T5A	27-FEB-16	28-FEB-16	04-MAR-16	02/27/2016	02/28/2016	1	7	08	02	N	Wireless	107	10.99	08-MAR-16	89011	49267	MERCHANT		.26	4	1.25	5	1714	Standard	4	6	3	4	1	6	10	5	7	3
111-2390589-7480209	1795226340	540884796	B004EQAVDW	22-OCT-15	23-OCT-15	29-OCT-15	10/22/2015	10/23/2015	6	5	43	10	Y	Video DVD	74	9.98	17-NOV-15	40165	16510	MERCHANT		.25	5.399999994492	.599999999388	7.49999999235	418	Standard	5	20	4	16	2	7	27	6	21	4
109-2458233-1913830	698183850	192404587	B010EB3FSS	16-DEC-15	29-DEC-15	05-JAN-16	12/16/2015	12/29/2015	3	4	53	12	N	Apparel	193	44.94	31-DEC-15	08854	38128	MERCHANT		1.74999999853247	9.3	6.3	17.4	919	Standard	15	13	5	6	2	20	16	7	8	3
115-6902691-0408201	1324521620	1048710931	B00VJV7CM8	20-JUL-15	21-JUL-15	23-JUL-15	07/20/2015	07/21/2015	3	2	30	07	N	PC	147	25.97	29-JUL-15	91733	92808	MERCHANT		.92593204903867	11.6535432952	2.9133858238	15.1181102208	23	Standard	3	7	2	5	3	3	9	2	7	3
109-9594938-3104221	852404991	1829850191	1564143465	26-APR-16	27-APR-16	09-MAY-16	04/26/2016	04/27/2016	4	3	17	04	Y	Books	14	7.96	18-MAY-16	80107	85260	MERCHANT		1.070013588617	6.33070865496	.83858267631	9.27952754959	571	Standard	9	17	8	15	4	13	22	12	20	6
107-1242927-4933841	712892761	1522801750	B00SQ6CCSS	28-NOV-15	01-DEC-15	04-DEC-15	11/28/2015	12/01/2015	3	7	49	12	N	Office Products	229	69.99	08-DEC-15	07206	22302	MERCHANT		4.14999999651985	11.99999998776	3.399999996532	17.299999982354	199	Standard	4	7	1	4	1	6	11	3	7	3
108-2596001-7767433	15256883405	867720796	0077384474	17-JAN-16	18-JAN-16	23-JAN-16	01/17/2016	01/18/2016	2	1	03	01	Y	Books	14	6.97	09-FEB-16	79927	91711	MERCHANT		2.9	8.199999991636	1.099999998878	10.49999998929	685	Standard	4	17	4	14	4	6	24	5	20	6
109-8801536-4147424	1088426541	377814431	B00ED393UI	31-MAR-16	04-APR-16	09-APR-16	03/31/2016	04/04/2016	2	5	14	04	N	Apparel	193	15.13	11-APR-16	10950	78728	MERCHANT		1.3499999988679	13	2.1	16.6	1508	Standard	6	7	3	5	3	9	11	5	7	5
115-7665254-6337857	15932418805	663677646	B00E86EERM	06-APR-15	07-APR-15	10-APR-15	04/06/2015	04/07/2015	3	2	15	04	Y	Books	14	10.07	16-APR-15	83204	07504	MERCHANT		.2	5.5	1	8.3	1964	Expedited	4	8	3	6	2	4	10	3	8	2
108-4677577-8798660	1578195681	1219651591	B01644OCPE	16-NOV-15	17-NOV-15	23-NOV-15	11/16/2015	11/17/2015	3	2	47	11	N	Baby	75	12.24	25-NOV-15	78664	70115	MERCHANT		.02204600116758	1.99999999796	.49999999949	2.899999997042	452	Standard	5	7	4	5	3	7	9	6	7	3
102-3657708-2897812	12484001815	650350973	B000K00VL8	12-MAY-15	13-MAY-15	15-MAY-15	05/12/2015	05/13/2015	4	3	20	05	N	Automotive	263	27.97	20-MAY-15	60527	95403	MERCHANT		2.4				1842	Standard	3	6	2	5	3	3	8	2	7	5
116-4890058-2925038	12192793605	762809936	B00XZAH6U4	05-DEC-15	07-DEC-15	11-DEC-15	12/05/2015	12/07/2015	2	7	50	12	N	Wireless	107	5.95	15-DEC-15	60007	34219	MERCHANT		.09999999991614	3.399999996532	.299999999694	6.899999992962	1049	Standard	4	7	2	4	1	6	11	4	7	3
103-0476544-3786641	2058441690	51687104	B0058ECSZI	14-DEC-15	15-DEC-15	19-DEC-15	12/14/2015	12/15/2015	3	2	51	12	N	Home	201	13.94	23-DEC-15	95688	03882	MERCHANT		.02204600118607	2.49999999745	.399999999592	2.799999997144	2639	Standard	4	7	4	5	3	5	9	4	7	3
106-0957821-6530663	9539448005	751734851	B0029XKZY2	09-MAY-15	11-MAY-15	13-MAY-15	05/09/2015	05/11/2015	2	7	20	05	N	Beauty	194	28.99	19-MAY-15	33162	84093	MERCHANT		.6	3.099999996838	1.299999998674	4.9999999949	2075	Standard	1	6	0	4	1	3	10	2	7	3
108-2765114-7639425	1943847041	879044136	B000IHBA2W	09-OCT-15	09-OCT-15	13-OCT-15	10/09/2015	10/09/2015	6	6	41	10	N	Sports	200	66.38	21-OCT-15	93012	02184	MERCHANT		.3000050461296	2.20078739933	1.40157480172	8.29921258996	2629	Standard	2	9	2	5	1	4	13	4	7	3
107-2782806-4396260	470273250	1911494601	B00123AVTO	16-SEP-15	17-SEP-15	21-SEP-15	09/16/2015	09/17/2015	5	4	38	09	N	Sports	200	17.99	25-SEP-15	33905	05753	MERCHANT		.25	3.799999996124	1.099999998878	5.799999994084	1290	Standard	3	7	2	5	3	5	9	4	7	5
116-9947949-4084259	759870746	113140836	B014N5TSPU	13-DEC-15	14-DEC-15	22-DEC-15	12/13/2015	12/14/2015	2	1	51	12	N	Toys	21	6.99	22-DEC-15	60559	17517	MERCHANT		.34999999970649	3.99999999592	2.199999997756	5.099999994798	626	Standard	6	6	5	4	2	9	9	8	7	3
104-6159811-5162635	392551027	293046290	B00AERQWXS	06-MAR-16	08-MAR-16	12-MAR-16	03/06/2016	03/08/2016	3	1	10	03	N	Grocery	325	31	21-MAR-16	11050	55447	MERCHANT			15	8	23	1040	Standard	4	11	3	9	4	6	16	4	12	6
116-3903652-9749808	720634120	40511122605	B014Q9YYFM	25-FEB-16	26-FEB-16	29-FEB-16	02/25/2016	02/26/2016	6	5	08	02	N	Health & Personal Care	121	7	07-MAR-16	60045	48186	MERCHANT		.14999999987421	3.799999996124	1.099999998878	6.99999999286	230	Standard	2	7	1	5	3	4	11	3	7	5
114-4628157-5305811	1222276791	472395063	B001ECXHVM	21-OCT-15	23-OCT-15	26-OCT-15	10/21/2015	10/23/2015	6	4	43	10	N	Health & Personal Care	121	37.99	30-OCT-15	94578	78731	MERCHANT		.35	3.399999996532	.99999999898	4.9999999949	1480	Standard	3	7	2	5	3	5	9	3	7	5
103-1969329-6065008	1052697711	754545356	B011PXIHJQ	27-JAN-16	28-JAN-16	04-FEB-16	01/27/2016	01/28/2016	5	4	04	01	N	PC	147	99.99	05-FEB-16	07087	83843	MERCHANT		.74999999937106	8.99999999082	.299999999694	14.099999985618	2154	Standard	6	7	5	5	3	8	9	7	7	5
105-7509665-3955403	1655947450	90428140	0470626674	18-AUG-15	18-AUG-15	21-AUG-15	08/18/2015	08/18/2015	3	3	34	08	Y	Books	14	78.7	10-SEP-15	60440	28223	MERCHANT		2.8	8.49999999133	1.199999998776	10.99999998878	594	Standard	3	19	3	16	4	3	24	3	21	6
105-4606095-7401846	1202208520	288190670	B00IYZO2CA	15-FEB-16	16-FEB-16	19-FEB-16	02/15/2016	02/16/2016	3	2	07	02	N	Grocery	325	22.04	24-FEB-16	97062	85715	MERCHANT		.9	5.099999994798	3.799999996124	7.899999991942	1109	Standard	4	7	3	5	3	4	9	3	7	3
116-9344248-0036238	64810867	1600407850	B00CEH2HXK	16-MAR-16	17-MAR-16	21-MAR-16	03/16/2016	03/17/2016	5	4	11	03	N	Apparel	193	11.91	25-MAR-16	11223	27502	MERCHANT		1.05	6.49999999337	2.299999997654	9.799999990004	431	Standard	3	7	2	5	3	5	10	4	7	5
115-1900014-3485816	1686363581	1303164870	0910034796	29-APR-16	29-APR-16	03-MAY-16	04/29/2016	04/29/2016	6	6	17	04	Y	Books	14	18.78	24-MAY-16	94128	89523	MERCHANT		.7	4.099999995818	.99999999898	6.099999993778	188	Standard	2	19	2	16	2	4	26	4	21	4
109-8971154-0805867	449829720	1116484620	B00CJBKEX6	28-AUG-15	01-SEP-15	03-SEP-15	08/28/2015	09/01/2015	3	6	36	09	N	Home	201	15.85	09-SEP-15	66701	78654	MERCHANT		1.23457606642019	6.799999993064	1.899999998062	9.599999990208	541	Standard	4	8	1	5	1	6	12	2	8	3
105-6911021-4931428	744230221	2054921341	B008BMGQMU	02-AUG-15	03-AUG-15	06-AUG-15	08/02/2015	08/03/2015	2	1	32	08	N	Automotive	263	6.99	11-AUG-15	91731	22030	MERCHANT						2268	Standard	3	7	2	4	2	4	10	3	7	3
111-6175872-3763423	13139573105	306587391	B00WFCGJEC	14-FEB-16	15-FEB-16	19-FEB-16	02/14/2016	02/15/2016	2	1	07	02	N	Lawn and Garden	86	10.14	24-FEB-16	40391	65043	MERCHANT		.5	2.5	.2	3.5	433	Standard	4	7	3	4	2	5	10	4	7	3
102-8499513-4905054	1134592430	209249941	B00KQIPKQ0	24-NOV-15	27-NOV-15	04-DEC-15	11/24/2015	11/27/2015	6	3	48	11	N	Home	201	73.98	04-DEC-15	60402	24554	MERCHANT		.83774804507084	2.4409448794	2.362204722	26.5354330438	566	Standard	8	8	5	5	4	10	11	7	7	6
108-3358178-5736250	1106468551	391870611	B007PHNUOE	24-MAR-16	25-MAR-16	28-MAR-16	03/24/2016	03/25/2016	6	5	12	03	N	Lawn and Garden	86	17.14	04-APR-16	30093	44109	MERCHANT			5	1	6	539	Standard	2	7	1	5	3	4	11	3	7	5
115-4159606-0685833	1357634461	21721908115	B00HWMPSJC	01-DEC-15	02-DEC-15	04-DEC-15	12/01/2015	12/02/2015	4	3	49	12	N	PC	147	115.99	03-DEC-15	10010	30742	MERCHANT		1.09999999907755	8.799999991024	2.399999997552	12.19999998755599	733	SecondDay	3	3	2	2	2	3	3	2	2	2
002-6264606-9916233	8228945905	2040641840	B00B4BFB2G	26-MAR-16	28-MAR-16	30-MAR-16	03/26/2016	03/28/2016	2	7	13	03	N	Toys	21	12.99	05-APR-16	49002	55044	MERCHANT		.03999999996646	1.799999998164	.49999999949	7.99999999184	423	Standard	2	7	0	4	1	4	11	2	7	3
110-6118527-6349039	22057357805	35985417105	B0037UCT0O	01-DEC-15	01-DEC-15	04-DEC-15	12/01/2015	12/01/2015	3	3	49	12	N	Video Games	63	8.8	14-DEC-15	19002	98201	MERCHANT		.3	5.09999999479799	.599999999388	7.49999999235	2356	Standard	3	10	3	8	4	3	14	3	11	6
102-2099110-7089004	1153218086	421544227	B00KTYW320	28-FEB-16	29-FEB-16	04-MAR-16	02/28/2016	02/29/2016	2	1	09	02	N	Toys	21	23.75	08-MAR-16	20879	53012	MERCHANT		1.4153532749591	13.1496062858	4.0157480274	15.7086614013	632	Standard	4	7	3	4	2	5	10	4	7	3
107-6529722-1745830	147623647	36686186205	B00CPQJW3I	28-NOV-15	30-NOV-15	04-DEC-15	11/28/2015	11/30/2015	2	7	49	11	N	Wireless	107	0	05-JAN-16	91746	28387	MERCHANT		.34999999970649	3.299999996634	.899999999082	6.399999993472	2184	Standard	4	27	2	4	1	6	39	4	8	3
109-0361083-7432219	1771333961	160353311	0962936022	10-NOV-15	12-NOV-15	17-NOV-15	11/10/2015	11/12/2015	5	3	46	11	Y	Books	14	4	04-DEC-15	75212	85140	MERCHANT		2.09999999823896	7.899999991942	.799999999184	9.9999999898	849	Standard	5	19	3	16	4	7	24	5	21	6
111-7245881-9898654	7679279515	1310808680	B000BOBWBG	11-AUG-15	12-AUG-15	14-AUG-15	08/11/2015	08/12/2015	4	3	33	08	N	Lawn and Garden	86	27.13	24-AUG-15	65712	06470	MERCHANT		.2	4.799999995104	1.099999998878	6.299999993574	1132	Standard	3	9	2	8	4	3	13	2	11	6
106-7826659-1493006	2050631121	7620947415	B015QN4NSA	17-OCT-15	19-OCT-15	24-OCT-15	10/17/2015	10/19/2015	2	7	43	10	N	Shoes	309	12.95	27-OCT-15	98204	48035	MERCHANT		.64999999945492	7.099999992758	3.299999996634	8.799999991024	1929	Standard	4	6	3	4	1	7	10	5	7	3
111-6303211-5595454	1410205651	12146792815	B00A4J9FH6	22-AUG-15	24-AUG-15	03-SEP-15	08/22/2015	08/24/2015	2	7	35	08	Y	Books	14	4.88	01-SEP-15	91205	75104	MERCHANT		1.1	7.4	.8	7.5	1231	Standard	8	6	6	4	1	12	10	10	7	3
107-5506271-9497044	262602867	971113956	B009SD010O	02-SEP-15	03-SEP-15	09-SEP-15	09/02/2015	09/03/2015	5	4	36	09	N	Electronics	23	69.99	14-SEP-15	55431	11803	MERCHANT		16.2	13.699999986026	3.599999996328	28.799999970624	1041	Standard	5	9	4	7	4	7	13	6	10	6
112-1091896-0659463	1245303861	438906557	0738074365	31-DEC-15	02-JAN-16	09-JAN-16	12/31/2015	01/02/2016	7	5	53	01	Y	Books	14	31.35	25-JAN-16	19335	31031	MERCHANT		.9	5.899999993982	.599999999388	8.899999990922	649	Standard	6	18	5	15	2	9	25	7	20	4
111-5011548-5306665	13894211305	1777883531	B00QBB3DFQ	01-JUL-15	02-JUL-15	06-JUL-15	07/01/2015	07/02/2015	5	4	27	07	N	Apparel	193	18.47	13-JUL-15	92618	84319	MERCHANT						636	Standard	3	8	2	5	4	5	12	4	7	6
110-7928805-2555432	75659871	1056835281	B000UFGJ8C	26-JUL-15	27-JUL-15	30-JUL-15	07/26/2015	07/27/2015	2	1	31	07	N	Automotive	263	32.99	07-AUG-15	49091	70817	MERCHANT			3	3	10	850	Standard	3	9	2	4	4	4	12	3	7	5
103-7320977-0043429	446351341	9488934105	B00GLX0J42	09-DEC-15	10-DEC-15	15-DEC-15	12/09/2015	12/10/2015	5	4	50	12	N	Outdoors	468	37.9	18-DEC-15	01832	60626	MERCHANT		.05	3.599999996328	2.49999999745	6.199999993676	845	Standard	4	7	3	5	3	6	9	5	7	5
116-0828067-1359406	351820980	1098065751	B001BJAFKE	16-DEC-15	17-DEC-15	21-DEC-15	12/16/2015	12/17/2015	5	4	51	12	Y	Music	15	8.98	11-JAN-16	06095	49684	MERCHANT		.15	4.9999999949	.49999999949	5.599999994288	686	Standard	3	19	2	18	4	5	26	4	24	6
113-8972712-8537804	347467021	1017508966	B004EU4HA6	11-JAN-16	13-JAN-16	19-JAN-16	01/11/2016	01/13/2016	4	2	02	01	N	Office Products	229	31.7	26-JAN-16	37086	08054	MERCHANT		.71				689	Standard	6	12	4	9	5	8	15	6	12	7
104-5977876-9621811	12943778215	222801770	B00JJF7XXY	24-MAR-16	25-MAR-16	28-MAR-16	03/24/2016	03/25/2016	6	5	12	03	N	Watches	241	174.94	04-APR-16	33324	32246	MERCHANT		2	5.799999994084	4.9999999949	6.199999993676	299	Standard	1	7	1	5	3	3	11	3	7	5
112-7873370-3168217	407804367	1528489571	B015YP23KU	14-DEC-15	15-DEC-15	19-DEC-15	12/14/2015	12/15/2015	3	2	51	12	N	Apparel	193	52.99	23-DEC-15	32824	01109	MERCHANT		.49999999916141	7.49999999235	1.799999998164	8.99999999082	1069	Standard	4	7	4	5	3	5	9	4	7	3
114-3764999-2213043	344688880	34006371605	B008V3VRU0	06-SEP-15	07-SEP-15	15-SEP-15	09/06/2015	09/07/2015	2	1	37	09	N	Health & Personal Care	121	26.98	16-SEP-15	78576	15210	MERCHANT		.24999999979035	3.099999996838	1.799999998164	5.299999994594	1440	Standard	6	7	5	4	2	9	10	8	7	3
111-3931261-7785003	239222810	2031294200	B0013TVEYS	07-FEB-16	09-FEB-16	11-FEB-16	02/07/2016	02/09/2016	3	1	06	02	N	Beauty	194	25.43	17-FEB-16	45341	90275	MERCHANT		.05	2.199999997756	1.299999998674	8.49999999133	1934	Standard	3	7	1	5	2	4	10	2	8	3
108-2639640-7913026	231626526	10032160	B009NCWNQ0	04-OCT-15	05-OCT-15	08-OCT-15	10/04/2015	10/05/2015	2	1	41	10	N	Outdoors	468	5.75	14-OCT-15	80223	01745	MERCHANT		.04999999995807	1.99999999796	1.099999998878	3.199999996736	1746	Standard	3	7	2	5	2	4	10	3	8	3
107-4654453-3777054	12800826715	39724328705	B015TDECF6	05-FEB-16	05-FEB-16	09-FEB-16	02/05/2016	02/05/2016	6	6	05	02	N	Wireless	107	3.4	17-FEB-16	92821	71225	MERCHANT		.34999999970649	4.099999995818	.899999999082	7.199999992656	1477	Standard	2	9	2	5	1	4	13	4	8	3
102-7370901-5539401	926176936	13162358905	B000GGM1CI	20-JUL-15	22-JUL-15	27-JUL-15	07/20/2015	07/22/2015	4	2	30	07	N	Health & Personal Care	121	6.56	30-JUL-15	11749	60606	MERCHANT		.25	2.75	2.55	4.55	753	Standard	5	9	4	5	4	7	11	5	7	5
105-2725561-1751408	11778263205	1291895860	B00G5I77SY	10-DEC-15	11-DEC-15	16-DEC-15	12/10/2015	12/11/2015	6	5	50	12	N	Toys	21	11.1	21-DEC-15	32257	06340	MERCHANT		.44092002372149	4.724409444	3.6220472404	6.3779527494	939	Standard	4	7	3	5	3	6	11	5	7	5
114-2600078-0819454	2040624031	427471577	B00SZLNUEY	28-DEC-15	29-DEC-15	02-JAN-16	12/28/2015	12/29/2015	3	2	53	12	N	Electronics	23	40.68	12-JAN-16	10303	96792	MERCHANT		5.64999999526196	3.49999999643	3.49999999643	64.9999999337	4964	Standard	4	12	4	9	5	5	15	5	13	7
112-5393611-4485046	856840480	496789571	B00E0DZOHM	16-FEB-16	17-FEB-16	26-FEB-16	02/16/2016	02/17/2016	4	3	07	02	N	Outdoors	468	37.9	25-FEB-16	99212	11385	MERCHANT		.9700339528	9.9212598324	3.149606296	9.9999999898	2176	Standard	8	8	6	5	3	10	10	8	7	5
103-0045548-2737846	713163590	21198546	B0046LPG1W	07-JUN-15	08-JUN-15	10-JUN-15	06/07/2015	06/08/2015	2	1	24	06	N	Home	201	14.94	29-JUN-15	64120	27332	MERCHANT		.65	5.599999994288	2.699999997246	10.399999989392	884	Standard	2	16	1	14	3	3	23	2	20	4
